Playbook Name,Play Name,Task Name,LOC_playbook,num_plays,num_tasks_playbook,avg_task_playbook,Num_Imports,Num_Roles,similarity,LOC_play,num_tasks_play,avg_task_play,special_chars_play,LOC_task,task_name_len,special_chars_task,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name
,,Copy the keyfile for authentication,,,,,,,,,,,,3.0,35.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Start the mongo configuration server service,,,,,,,,,,,,2.0,44.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,pause,,,,,,,,,,,,2.0,5.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add the admin user,,,,,,,,,,,,4.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\shadow-robot\aurora\ansible\roles\products\common\docker-container\tasks\main.yml,,,20.0,0.0,3.0,3.0,2.0,0.0,0.4146049499912845,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Getting UID,,,,,,,,,,,,4.0,11.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Reinstall docker container,,,,,,,,,,,,3.0,26.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Don't reinstall docker container,,,,,,,,,,,,3.0,32.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\OpenConext\Stepup-Deploy\roles\stepup-azure-mfa\tasks\main.yml,,,35.0,0.0,10.0,4.0,0.0,0.0,0.3855925539489575,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Put parameters.yaml,,,,,,,,,,,,5.0,19.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Put .env file,,,,,,,,,,,,3.0,13.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Put institutions.yaml from environment,,,,,,,,,,,,4.0,38.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy Symfony component,,,,,,,,,,,,4.0,24.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Put images from <env>/files/stepup-app into web/images,,,,,,,,,,,,5.0,54.0,6.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Write Azure-MFA GSSP SP certificate,,,,,,,,,,,,3.0,35.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Write Azure-MFA GSSP IdP certificate,,,,,,,,,,,,3.0,36.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Write Azure-MFA GSSP IdP private key,,,,,,,,,,,,3.0,36.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Activate Symfony component,,,,,,,,,,,,4.0,26.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Clean old releases,,,,,,,,,,,,4.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\usegalaxy-eu\infrastructure-playbook\roles\hxr.galaxy-nonreproducible-tools\tasks\main.yml,,,6.0,0.0,1.0,6.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Clone repository,,,,,,,,,,,,6.0,16.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Cloudbox\Cloudbox\roles\settings\tasks\main2.yml,,,32.0,0.0,5.0,5.0,5.0,0.0,0.8214753257348008,,,,,,,,0,0,1,0,0,0,0,0,0,0,#,#,#,#
,,Settings | Copy,,,,,,,,,,,,4.0,15.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Settings | Decrypt,,,,,,,,,,,,5.0,18.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Settings | Migrator,,,,,,,,,,,,4.0,19.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Settings | Updater,,,,,,,,,,,,5.0,18.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Settings | Re-encrypt,,,,,,,,,,,,5.0,21.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\dovecot\tasks\main_env.yml,,,8.0,0.0,1.0,4.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Remove ferm 'debops-legacy-input-rules' file,,,,,,,,,,,,4.0,44.0,5.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\owncloud\tasks\main_env.yml,,,45.0,0.0,5.0,8.0,0.0,0.0,0.6942486937432369,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure the custom nginx client body temp directory does exist,,,,,,,,,,,,9.0,61.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure the custom temp directories are setup,,,,,,,,,,,,11.0,44.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Make sure that Ansible local facts directory is present,,,,,,,,,,,,7.0,55.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Save ownCloud local facts,,,,,,,,,,,,11.0,25.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts if they were modified,,,,,,,,,,,,2.0,34.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\starlingx\ansible-playbooks\playbookconfig\src\playbooks\roles\rehome-subcloud\update-keystone-data\tasks\migrate_keystone_ids.yml,,,70.0,0.0,8.0,9.0,1.0,0.0,0.5408907452787176,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Update admin user id and project id in hieradata static.yaml,,,,,,,,,,,,22.0,60.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Migrate keystone user IDs,,,,,,,,,,,,11.0,25.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Migrate keystone project IDs,,,,,,,,,,,,9.0,28.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Flush memcached,,,,,,,,,,,,3.0,15.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart keystone service,,,,,,,,,,,,2.0,24.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart affected services using sm,,,,,,,,,,,,6.0,34.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart affected services using pmon,,,,,,,,,,,,6.0,36.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Wait until services are restarted after changing keystone IDs,,,,,,,,,,,,13.0,61.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Graylog2\graylog-ansible-role\tasks\mongodb-Debian.yml,,,56.0,0.0,7.0,8.0,0.0,0.0,0.717606372117266,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Unknown,,,,,,,,,,,,12.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,APT Key should be accepted for the MongoDB repo (Ubuntu),,,,,,,,,,,,4.0,56.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Repositories should be updated (Ubuntu),,,,,,,,,,,,5.0,39.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,12.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,APT Key should be accepted for the MongoDB repo (Debian),,,,,,,,,,,,4.0,56.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Repositories should be updated (Debian),,,,,,,,,,,,5.0,39.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,MongoDB should be installed,,,,,,,,,,,,4.0,27.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,MongoDB service file should be installed,,,,,,,,,,,,13.0,40.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,MongoDB should be configured,,,,,,,,,,,,8.0,28.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Wait for MongoDB to startup,,,,,,,,,,,,6.0,27.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-quickstart-extras\playbooks\multinode-undercloud-minion.yml,,,80.0,5.0,10.0,4.0,0.0,2.0,0.5713799251315357,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,Collect output from undercloud,,,,,,,,,10.0,1.0,10.0,0.0,,,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,Copy output files,,,,,,,,,,,,4.0,17.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,Write output from undercloud,,,,,,,,,25.0,4.0,6.25,0.0,,,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,Reading and setting undercloud facts from gather-outputs,,,,,,,,,,,,4.0,56.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,write output files to old consistent location,,,,,,,,,,,,4.0,45.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create new consistent location,,,,,,,,,,,,4.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,write output files to new consistent location,,,,,,,,,,,,6.0,45.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,Setup the undercloud minion,,,,,,,,,30.0,5.0,6.0,0.0,,,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,Include atop setup,,,,,,,,,,,,4.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set container update fact from undercloud,,,,,,,,,,,,4.0,41.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Include repo-setup,,,,,,,,,,,,3.0,18.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Include package installs,,,,,,,,,,,,5.0,24.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update built packages,,,,,,,,,,,,6.0,21.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,Deploy the undercloud minion,,,,,,,,,6.0,0.0,0.0,0.0,,,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,Validate minion,,,,,,,,,9.0,0.0,0.0,0.0,,,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible-ThoTeam\nexus3-oss\tasks\nexus-restore.yml,,,20.0,0.0,4.0,5.0,0.0,0.0,0.6240081164656112,,,,,,,,1,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Make sure nexus is stopped,,,,,,,,,,,,6.0,26.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run all notified handlers now,,,,,,,,,,,,2.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run restoration script,,,,,,,,,,,,9.0,22.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run all notified handlers now,,,,,,,,,,,,2.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\ansible-nginx\tasks\nginx_servers.yml,,,167.0,0.0,16.0,10.0,0.0,0.0,0.6641099583889882,,,,,,,,0,1,0,1,1,0,0,0,0,0,#,#,#,#
,,Create global webroot directories if allowed,,,,,,,,,,,,19.0,44.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Create default welcome page if enabled,,,,,,,,,,,,19.0,38.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Remove nginx server configuration if requested,,,,,,,,,,,,15.0,46.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get last used HTTP default_server for default_server roulette,,,,,,,,,,,,5.0,61.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get last used HTTPS default_server for default_server roulette,,,,,,,,,,,,6.0,62.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get HTTP server from nginx defaults for default_server roulette,,,,,,,,,,,,4.0,63.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get HTTPS server from nginx defaults for default_server roulette,,,,,,,,,,,,4.0,64.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get first server that listens on http port for default_server roulette,,,,,,,,,,,,9.0,70.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get first server that listens on https port for default_server roulette,,,,,,,,,,,,10.0,71.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Spin the HTTP default_server roulette!,,,,,,,,,,,,4.0,38.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Spin the HTTPS default_server roulette!,,,,,,,,,,,,5.0,39.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate nginx server configuration,,,,,,,,,,,,21.0,35.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Disable nginx server configuration,,,,,,,,,,,,18.0,34.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Test if Ansible is running in check mode,,,,,,,,,,,,4.0,40.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Save fact if Ansible is running in check mode in variable,,,,,,,,,,,,3.0,57.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Enable nginx server configuration,,,,,,,,,,,,23.0,33.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\girder\ansible-role-girder\tasks\nodejs.yml,,,17.0,0.0,3.0,6.0,0.0,0.0,0.6114482198783293,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Add NodeJS PPA key,,,,,,,,,,,,6.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add NodeJS PPA,,,,,,,,,,,,6.0,14.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install NodeJS package,,,,,,,,,,,,6.0,22.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\gluster\gdeploy\playbooks\oc-delete.yml,,,24.0,1.0,5.0,4.0,0.0,0.0,0.7942296389106455,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,unknown,,,,,,,,,24.0,5.0,4.8,0.0,,,,#,#,#,#,#,#,#,#,#,#,0,1,#,#
,,Kubectl delete resources based on filename,,,,,,,,,,,,4.0,42.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Kubectl delete resources based on name,,,,,,,,,,,,4.0,38.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Kubectl delete resources based on label,,,,,,,,,,,,4.0,39.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Kubectl delete resources based on UUID,,,,,,,,,,,,4.0,38.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Kubectl delete all resources otherwise,,,,,,,,,,,,4.0,38.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_octavia\tasks\octavia_install.yml,,,39.0,0.0,4.0,10.0,0.0,0.0,0.6745461331512574,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Record the installation method,,,,,,,,,,,,6.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Refresh local facts to ensure the octavia section is present,,,,,,,,,,,,4.0,60.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install distro packages,,,,,,,,,,,,12.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install the python venv,,,,,,,,,,,,20.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_octavia\tasks\octavia_pre_install.yml,,,39.0,0.0,3.0,11.0,0.0,0.0,0.7097417205184632,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create the system group,,,,,,,,,,,,5.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create the octavia system user,,,,,,,,,,,,9.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create octavia dir,,,,,,,,,,,,20.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\ora_grading.yml,,,16.0,1.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,Deploy the ORA Grading MFE Frontend,,,,,,,,,16.0,0.0,0.0,0.0,,,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\jpnewman\ansible-role-java\tasks\oracle_archive_install.yml,,,54.0,0.0,5.0,11.0,0.0,0.0,0.7727529817461237,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create Oracle Java Install Directory,,,,,,,,,,,,8.0,36.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Extract Oracle Java Tarball,,,,,,,,,,,,11.0,27.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Oracle Java,,,,,,,,,,,,5.0,19.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Link Oracle Java,,,,,,,,,,,,7.0,16.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,23.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Install Unzip,,,,,,,,,,,,5.0,13.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Extract Oracle Java JCE Zip File,,,,,,,,,,,,11.0,32.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Oracle Java JCE,,,,,,,,,,,,5.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\GROG\ansible-role-package\tasks\package-brew.yml,,,7.0,0.0,1.0,7.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Brew,,,,,,,,,,,,7.0,4.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\khaleesi\roles\patch_rpm\tasks\patch-rpm.yml,,,27.0,0.0,6.0,5.0,0.0,0.0,0.5033864223769159,,,,,,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,Apply patch on dist-git,,,,,,,,,,,,4.0,23.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Write the epoch so the package does not get updated by older versions,,,,,,,,,,,,8.0,69.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Build an rpm from patched dist-git,,,,,,,,,,,,6.0,34.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set fact - rpm build result,,,,,,,,,,,,2.0,27.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check for 'non-exist file' errors,,,,,,,,,,,,7.0,33.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fail run if rpm build failed,,,,,,,,,,,,3.0,28.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\undercloud\tasks\pkg-build.yaml,,,91.0,0.0,15.0,6.0,1.0,0.0,0.4568527415805994,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set some facts,,,,,,,,,,,,4.0,14.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set libselinux name for python3,,,,,,,,,,,,4.0,31.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set libselinux name for python2,,,,,,,,,,,,4.0,31.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install DLRN deps,,,,,,,,,,,,18.0,17.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Install mock from EPEL,,,,,,,,,,,,6.0,22.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create mock group,,,,,,,,,,,,6.0,17.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add stack to mock group,,,,,,,,,,,,7.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Clean DLRN directory,,,,,,,,,,,,5.0,20.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure DLRN directory is present,,,,,,,,,,,,4.0,32.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Push projects config,,,,,,,,,,,,4.0,20.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install and update pip in venv,,,,,,,,,,,,7.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install rdopkg in virtualenv,,,,,,,,,,,,5.0,28.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install DLRN in virtualenv,,,,,,,,,,,,5.0,26.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch rdoinfo,,,,,,,,,,,,5.0,13.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Build packages,,,,,,,,,,,,7.0,14.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\BCDevOps\platform-services\tools\bots\ansible-webhook\scripts\tasks\pr_merge_and_close.yml,,,29.0,0.0,3.0,10.0,0.0,0.0,0.6529606464864504,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Merge Pull Request,,,,,,,,,,,,11.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add comment to PR if merge is not successful,,,,,,,,,,,,11.0,44.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Close Pull Request,,,,,,,,,,,,8.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-role-tripleo-modify-image\tasks\precheck.yml,,,9.0,0.0,2.0,4.0,0.0,0.0,0.4026791130373729,,,,,,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,Ensure that source_image is defined,,,,,,,,,,,,5.0,35.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set default modified_append_tag,,,,,,,,,,,,4.0,31.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\ceilometer\tasks\precheck.yml,,,23.0,0.0,3.0,8.0,0.0,0.0,0.6188784822452346,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Get container facts,,,,,,,,,,,,5.0,19.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Checking free port for Ceilometer API,,,,,,,,,,,,11.0,37.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Checking mongodb backend for ceilometer,,,,,,,,,,,,9.0,39.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_packages\molecule\external_upgrade\prepare.yml,,,18.0,1.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,Prepare,,,,,,,,,7.0,0.0,0.0,0.0,,,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\aws\tasks\provision_aws_ec2.yml,,,73.0,0.0,8.0,8.0,0.0,0.0,0.511736792066477,,,,,,,,0,0,0,0,0,1,0,0,0,0,#,#,#,#
,,Set default res_grp_vars when not defined,,,,,,,,,,,,5.0,41.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update Instance Tags,,,,,,,,,,,,5.0,20.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Provisioning AWS_EC2 Resource when not async,,,,,,,,,,,,17.0,44.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Append outputitem to topology_outputs,,,,,,,,,,,,4.0,37.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Async:: Provisioning AWS_EC2 Resource,,,,,,,,,,,,21.0,37.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Async:: Append outputitem to topology_outputs,,,,,,,,,,,,4.0,45.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add type to resource,,,,,,,,,,,,4.0,20.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Async:: Add type to resource,,,,,,,,,,,,5.0,28.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\openstack\tasks\provision_os_router.yml,,,47.0,0.0,3.0,16.0,0.0,0.0,0.1521356377006292,,,,,,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,deprovision os_router,,,,,,,,,,,,21.0,21.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,provision os_router,,,,,,,,,,,,21.0,19.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Append outputitem to topology_outputs,,,,,,,,,,,,5.0,37.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\openstack\tasks\provision_os_zone.yml,,,29.0,0.0,2.0,14.0,0.0,0.0,-0.0259113538395995,,,,,,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,provision/deprovision os_zone,,,,,,,,,,,,24.0,29.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Append outputitem to topology_outputs,,,,,,,,,,,,5.0,37.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
