Playbook Name,Play Name,Task Name,LOC_playbook,num_plays,num_tasks_playbook,avg_task_playbook,Num_Imports,Num_Roles,similarity,LOC_play,num_tasks_play,avg_task_play,special_chars_play,LOC_task,task_name_len,special_chars_task
,,disable haproxy auto start,,,,,,,,,,,,6,26,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\arillso\ansible.logrotate\tasks\main.yml,,,61,0,5,12,0,0,0.6475143213502009,,,,,,,
,,add OS specific variables,,,,,,,,,,,,21,25,0
,,install logrotate packages,,,,,,,,,,,,10,26,0
,,create logrotate configuration file,,,,,,,,,,,,11,35,0
,,create logrotate application configuration files,,,,,,,,,,,,12,48,0
,,symlink for hourly rotation,,,,,,,,,,,,7,27,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\roots\trellis\roles\xdebug\tasks\main.yml,,,23,0,5,5,0,0,0.3864226777795773,,,,,,,
,,Include php{{ php_version }} related vars,,,,,,,,,,,,2,41,5
,,Install Xdebug,,,,,,,,,,,,5,14,0
,,Template the Xdebug configuration file,,,,,,,,,,,,6,38,0
,,Ensure 20-xdebug.ini is present,,,,,,,,,,,,6,31,2
,,Disable Xdebug CLI,,,,,,,,,,,,4,18,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\deploy\tasks\main.yml,,,59,0,11,5,0,0,0.23869747553098036,,,,,,,
,,Setup,,,,,,,,,,,,5,5,0
,,Strategy,,,,,,,,,,,,5,8,0
,,Unfinished,,,,,,,,,,,,5,10,0
,,Shared,,,,,,,,,,,,5,6,0
,,Copied,,,,,,,,,,,,5,6,0
,,Writable - Dirs,,,,,,,,,,,,5,15,1
,,Tasks,,,,,,,,,,,,7,5,0
,,Removed,,,,,,,,,,,,5,7,0
,,Finalize,,,,,,,,,,,,5,8,0
,,Clean,,,,,,,,,,,,5,5,0
,,Post tasks,,,,,,,,,,,,7,10,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ArkCase\arkcase-ce\vagrant\provisioning\roles\pentaho-setup\tasks\main.yml,,,34,0,5,7,2,0,0.5411306535231515,,,,,,,
,,Ensure group pentaho exists,,,,,,,,,,,,5,27,0
,,pentaho user,,,,,,,,,,,,7,12,0
,,Pentaho folders,,,,,,,,,,,,14,15,0
,,enable logrotate for pentaho log folder if necessary,,,,,,,,,,,,6,52,0
,,create Pentaho database schemas,,,,,,,,,,,,2,31,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\devopsschool-training-notes\Ansible-astrazeneca-June-2020\RajSelvaraj\rolesprj\projectnew\tasks\main.yml,,,20,0,5,4,0,0,0.659497864013048,,,,,,,
,,Install the httpd server,,,,,,,,,,,,3,24,0
,,start the httpd service,,,,,,,,,,,,2,23,0
,,Template httpd.conf.j2,,,,,,,,,,,,4,22,2
,,Template index.html.j2,,,,,,,,,,,,6,22,2
,,This command will change the working directory to somedir/.,,,,,,,,,,,,4,59,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-zuul-jobs\playbooks\ansible-security-trendmicro-deepsec-appliance\roles\tm-deepsec-aws-setup\tasks\main.yml,,,179,0,18,10,0,0,0.609332809654147,,,,,,,
,,"Ensure bash, OpenSSl, and libssl are the latest versions",,,,,,,,,,,,6,56,2
,,Install psycopg2 python package for postgres,,,,,,,,,,,,4,44,0
,,Change psycopg2 dir permission to 0755,,,,,,,,,,,,7,38,0
,,Remove the postgresql package,,,,,,,,,,,,6,29,0
,,Remove pgsql directory,,,,,,,,,,,,6,22,0
,,Install postgres 11 libs rpm from a remote file,,,,,,,,,,,,6,47,0
,,Create postgres data cluster,,,,,,,,,,,,3,28,0
,,Start postgres service,,,,,,,,,,,,5,22,0
,,create postgres DB,,,,,,,,,,,,5,18,0
,,create postgres User,,,,,,,,,,,,9,20,0
,,Ensure local security method is changed to md5,,,,,,,,,,,,6,46,0
,,Ensure local security method is changed to md5,,,,,,,,,,,,6,46,0
,,"add new configuration to ""pg_hba.conf""",,,,,,,,,,,,9,38,4
,,Restart postgres service,,,,,,,,,,,,5,24,0
,,add silent properties config to dsm directory,,,,,,,,,,,,5,45,0
,,Run the silent properties file via TM AWS manager script,,,,,,,,,,,,5,56,0
,,Ensure the PostgreSQL and TM agent and TM service is running,,,,,,,,,,,,10,60,0
,,Unknown,,,,,,,,,,,,79,0,0
,,Get a Session ID,,,,,,,,,,,,9,16,0
,,Get a request ID,,,,,,,,,,,,13,16,0
,,Create and get the API KEY,,,,,,,,,,,,14,26,0
,,Create temp file with API Key over appliance,,,,,,,,,,,,4,44,0
,,Collect the deepsec api key,,,,,,,,,,,,5,27,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\contiv\ansible\roles\bind\tasks\main.yml,,,26,0,5,5,0,0,0.5822001447098638,,,,,,,
,,install bind (redhat),,,,,,,,,,,,5,21,2
,,install bind (debian),,,,,,,,,,,,5,21,2
,,start/enable bind (redhat),,,,,,,,,,,,6,26,3
,,start/enable bind (debian),,,,,,,,,,,,6,26,3
,,rewrite resolv.conf,,,,,,,,,,,,4,19,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Cloudbox\Cloudbox\roles\kernel\tasks\main.yml,,,30,0,8,2,7,0,0.6485422507966128,,,,,,,
,,Set default 'reboot_is_necessary' variable,,,,,,,,,,,,3,42,4
,,Preinstall task,,,,,,,,,,,,3,15,0
,,Hetzner Tasks,,,,,,,,,,,,3,13,0
,,Cron Tasks,,,,,,,,,,,,2,10,0
,,Mainline Kernel Script Tasks,,,,,,,,,,,,2,28,0
,,Header Tasks,,,,,,,,,,,,2,12,0
,,Restart Tasks,,,,,,,,,,,,3,13,0
,,Checks Tasks,,,,,,,,,,,,2,12,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\grafana\tasks\main.yml,,,67,0,8,7,0,0,0.5142933514453667,,,,,,,
,,ensure correct OS,,,,,,,,,,,,4,17,0
,,install packages.grafana.com GPG key,,,,,,,,,,,,7,36,2
,,install packages.grafana.com PPA,,,,,,,,,,,,8,32,2
,,install grafana,,,,,,,,,,,,7,15,0
,,configure grafana,,,,,,,,,,,,7,17,0
,,enable grafana,,,,,,,,,,,,8,14,0
,,stop grafana,,,,,,,,,,,,6,12,0
,,restart grafana,,,,,,,,,,,,7,15,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\vmware\ansible-module-vcloud-director\roles\org\tasks\main.yml,,,75,0,16,4,0,0,0.5216089662518937,,,,,,,
,,create org,,,,,,,,,,,,7,10,0
,,create org output,,,,,,,,,,,,3,17,0
,,update org,,,,,,,,,,,,6,10,0
,,update org output,,,,,,,,,,,,3,17,0
,,read org,,,,,,,,,,,,6,8,0
,,read org output,,,,,,,,,,,,3,15,0
,,add rights to org,,,,,,,,,,,,7,17,0
,,add rights output,,,,,,,,,,,,3,17,0
,,list rights of org,,,,,,,,,,,,5,18,0
,,add rights output,,,,,,,,,,,,3,17,0
,,list roles,,,,,,,,,,,,5,10,0
,,list roles output,,,,,,,,,,,,3,17,0
,,list vdcs,,,,,,,,,,,,5,9,0
,,list vdcs output,,,,,,,,,,,,3,16,0
,,delete org,,,,,,,,,,,,5,10,0
,,delete org output,,,,,,,,,,,,3,17,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\arillso\ansible.users\tasks\main.yml,,,54,0,3,18,1,0,0.5426487508663942,,,,,,,
,,add OS specific variables,,,,,,,,,,,,21,25,0
,,Unknown,,,,,,,,,,,,12,0,0
,,add host users,,,,,,,,,,,,4,14,0
,,add group users,,,,,,,,,,,,4,15,0
,,include distribution tasks,,,,,,,,,,,,20,26,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\theopenlab\openlab-zuul-jobs\roles\export-kind-gcp-account\tasks\main.yaml,,,10,0,2,6,0,0,0.8757753474439232,,,,,,,
,,Set google account key file path,,,,,,,,,,,,4,32,0
,,Save google account key file,,,,,,,,,,,,8,28,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_run_cephadm\tasks\main.yml,,,75,0,9,8,0,0,0.38628206166577334,,,,,,,
,,set cephadm playbook,,,,,,,,,,,,6,20,0
,,Setup the log path,,,,,,,,,,,,4,18,0
,,Setup the cephadm playbook command,,,,,,,,,,,,11,34,0
,,rotate cephadm_command.log,,,,,,,,,,,,6,26,2
,,save cephadm playbook command to shell script,,,,,,,,,,,,16,45,0
,,Notify user about upcoming cephadm execution(s),,,,,,,,,,,,4,47,2
,,run cephadm playbook,,,,,,,,,,,,8,20,0
,,search triple_run_cephadm_output of cephadm run(s) non-zero return codes,,,,,,,,,,,,10,72,6
,,print cephadm triple_run_cephadm_output in case of failure,,,,,,,,,,,,9,58,3
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Cloudbox\Cloudbox\roles\portainer\tasks\main.yml,,,47,0,4,10,0,0,0.6164554694956218,,,,,,,
,,Set DNS Record on CloudFlare,,,,,,,,,,,,6,28,0
,,Stop and remove any existing container,,,,,,,,,,,,4,38,0
,,Create portainer directories,,,,,,,,,,,,5,28,0
,,Create and start container,,,,,,,,,,,,23,26,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\andrewrothstein\ansible-unarchive-deps\tasks\main.yml,,,26,0,2,14,0,0,0.6247229112516108,,,,,,,
,,resolve platform specific vars,,,,,,,,,,,,11,30,0
,,install unarchive module pkgs...,,,,,,,,,,,,17,32,3
,,install OS packages,,,,,,,,,,,,6,19,0
,,install PowerShell module,,,,,,,,,,,,7,25,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\timeoverflow-provisioning\roles\webserver\tasks\main.yml,,,31,0,6,5,0,0,0.6181415861962143,,,,,,,
,,Create systemd unit for timeoverflow unicorn,,,,,,,,,,,,5,44,0
,,Reload systemd,,,,,,,,,,,,4,14,0
,,Create crontab entries for scheduled job,,,,,,,,,,,,5,40,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,8,0,0
,,Unknown,,,,,,,,,,,,6,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\orahost\tasks\main.yml,,,551,0,53,10,0,0,0.45118551882651614,,,,,,,
,,Check for correct OS family & min version,,,,,,,,,,,,8,41,1
,,Install packages required by Oracle on OL/RHEL version 6 and 7,,,,,,,,,,,,11,62,1
,,Install custom packages required by Oracle on SLES (oracle_packages_sles),,,,,,,,,,,,9,73,4
,,Install default packages required by Oracle on SLES (version dependant),,,,,,,,,,,,14,71,2
,,Install packages required by Oracle for ASMlib on OL/RHEL,,,,,,,,,,,,12,57,1
,,Install packages required by Oracle for ASMlib on SLES,,,,,,,,,,,,7,54,0
,,Check if firewall is installed,,,,,,,,,,,,7,30,0
,,Disable firewall,,,,,,,,,,,,8,16,0
,,Disable selinux (permanently),,,,,,,,,,,,6,29,2
,,Disable selinux (runtime),,,,,,,,,,,,7,25,2
,,Timezone,,,,,,,,,,,,17,8,0
,,Set Timezone,,,,,,,,,,,,6,12,0
,,Restart crond after timezone change,,,,,,,,,,,,8,35,0
,,Check dns for host,,,,,,,,,,,,6,18,0
,,Add host to /etc/hosts if needed,,,,,,,,,,,,8,32,2
,,User | Add group(s),,,,,,,,,,,,8,19,3
,,User | Add Oracle user,,,,,,,,,,,,14,22,1
,,User | Add Grid user,,,,,,,,,,,,15,20,1
,,User | Add Oracle user to sudoers,,,,,,,,,,,,11,33,1
,,User | Add Grid user to sudoers,,,,,,,,,,,,12,31,1
,,ssh-keys | Generate SSH keys,,,,,,,,,,,,9,28,2
,,ssh-keys | Add ssh-keys & authorized_keys to oracle user,,,,,,,,,,,,15,56,5
,,ssh-keys | Add ssh-keys & authorized_keys to grid user,,,,,,,,,,,,15,54,5
,,ssh-keys | Add short name to known_hosts,,,,,,,,,,,,8,40,3
,,ssh-keys | Add FQDN to known_hosts,,,,,,,,,,,,8,34,3
,,ssh-keys | Add IPv4 to known_hosts,,,,,,,,,,,,8,34,3
,,ssh-keys | Copy known_hosts to oracle user,,,,,,,,,,,,12,42,3
,,ssh-keys | Copy known_hosts to grid user,,,,,,,,,,,,12,40,3
,,ssh-keys | Remove generated keys from control machine,,,,,,,,,,,,11,53,2
,,filesystem | Create directories,,,,,,,,,,,,11,31,1
,,filesystem | Create partition and pv,,,,,,,,,,,,15,36,1
,,filesystem | Create vg,,,,,,,,,,,,8,22,1
,,filesystem | create lv,,,,,,,,,,,,13,22,1
,,filesystem | create fs,,,,,,,,,,,,10,22,1
,,filesytem | mount dir,,,,,,,,,,,,17,21,1
,,filesytem | add swap to fstab,,,,,,,,,,,,15,29,1
,,filesystem | Change permission on directories,,,,,,,,,,,,11,45,1
,,filesystem | Create directory for oraInventory,,,,,,,,,,,,8,46,1
,,Oracle-recommended kernel settings,,,,,,,,,,,,9,34,1
,,Oracle hugepages,,,,,,,,,,,,10,16,0
,,Flush Buffer Cache,,,,,,,,,,,,17,18,0
,,Flush Buffer Cache when hugepages have been changed,,,,,,,,,,,,3,51,0
,,Try sysctl again,,,,,,,,,,,,8,16,0
,,Oracle-recommended PAM config,,,,,,,,,,,,7,29,1
,,Oracle-recommended security limits,,,,,,,,,,,,8,34,1
,,Oracle-recommended security limits on SLES,,,,,,,,,,,,9,42,1
,,Execute Distribution tasks,,,,,,,,,,,,4,26,0
,,Network | Configure NOZEROCONF,,,,,,,,,,,,7,30,1
,,Network | Setup ip-address for RAC Interconnect,,,,,,,,,,,,10,47,2
,,Network | Bring up eth1,,,,,,,,,,,,8,23,1
,,Create stage directory,,,,,,,,,,,,8,22,0
,,Create rsp stage directory,,,,,,,,,,,,8,26,0
,,udev | Create udev stage directory,,,,,,,,,,,,8,34,1
,,Asmlib | Add configuration,,,,,,,,,,,,11,26,1
,,Asmlib | Add configuration (link),,,,,,,,,,,,12,33,3
,,Asmlib | Enable and start Oracle Asmlib,,,,,,,,,,,,8,39,1
,,Asmlib | Restart Asmlib,,,,,,,,,,,,7,23,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\fusor\catasb\ansible\roles\ssl_setup\tasks\main.yml,,,66,0,1,57,0,0,1,,,,,,,
,,Configure SSL,,,,,,,,,,,,58,13,0
,,Check if SSL certs have already been generated for this instance,,,,,,,,,,,,4,64,0
,,Check if SSL certs have already been generated for this instance locally,,,,,,,,,,,,6,72,0
,,Clone letsencrypt,,,,,,,,,,,,8,17,0
,,Make temporary letsencrypt folder,,,,,,,,,,,,3,33,0
,,Run letsencrypt script for console,,,,,,,,,,,,8,34,0
,,Store SSL certs locally for future instances,,,,,,,,,,,,6,44,0
,,Store SSL certs locally for future instances,,,,,,,,,,,,6,44,0
,,Copy credentials into /tmp,,,,,,,,,,,,7,26,1
,,Copy credentials into /tmp,,,,,,,,,,,,7,26,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\configuration\switches_config\tasks\main.yml,,,11,0,3,4,1,0,0.2909061922394482,,,,,,,
,,Load switch configuration,,,,,,,,,,,,3,25,0
,,Create VLANs list,,,,,,,,,,,,6,17,0
,,Include {{ ansible_network_os }} tasks,,,,,,,,,,,,3,38,6
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\fedmsg\tasks\main.yml,,,137,0,12,9,0,0,0.44276993475840254,,,,,,,
,,install needed packages,,,,,,,,,,,,11,23,0
,,create a /var/run/fedmsg dir with setgid for monitoring.,,,,,,,,,,,,8,56,4
,,setup /etc/fedmsg.d directory,,,,,,,,,,,,6,29,3
,,setup basic /etc/fedmsg.d/ contents,,,,,,,,,,,,18,35,4
,,Remove unwanted files,,,,,,,,,,,,12,21,0
,,setup /etc/pki/fedmsg directory,,,,,,,,,,,,6,31,3
,,install fedmsg ca.cert,,,,,,,,,,,,9,22,1
,,fedmsg certs,,,,,,,,,,,,13,12,0
,,fedmsg keys,,,,,,,,,,,,13,11,0
,,ensure a directory exists for our custom selinux module,,,,,,,,,,,,6,55,0
,,copy over our custom selinux module,,,,,,,,,,,,7,35,0
,,install our custom selinux module,,,,,,,,,,,,7,33,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-validations\roles\check_undercloud_conf\tasks\main.yml,,,57,0,7,5,1,0,0.4878916699855165,,,,,,,
,,Ensure we get needed facts,,,,,,,,,,,,7,26,0
,,Retrieve {{ ansible_env.HOME }}/undercloud.conf content,,,,,,,,,,,,4,55,8
,,Store all properties and file type properties,,,,,,,,,,,,12,45,0
,,Get value from conf file,,,,,,,,,,,,7,24,0
,,Check file property point to existing file,,,,,,,,,,,,5,42,0
,,fail if location doesn't exist,,,,,,,,,,,,6,30,1
,,Unknown,,,,,,,,,,,,1,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\bodhi2\backend\tasks\main.yml,,,341,0,37,9,0,0,0.48731218150576583,,,,,,,
,,add ftpsync group,,,,,,,,,,,,4,17,0
,,add ftpsync user,,,,,,,,,,,,4,16,0
,,install needed packages,,,,,,,,,,,,17,23,0
,,add apache user to the masher group so it can talk to the monitoring socket,,,,,,,,,,,,4,75,0
,,Put pungi configurations in place,,,,,,,,,,,,11,33,0
,,put owner-sync-pagure in place,,,,,,,,,,,,6,30,2
,,sync packages from pagure-on-dist-git to koji (all branches),,,,,,,,,,,,10,60,5
,,put the koji sync listener script in place,,,,,,,,,,,,11,42,0
,,put the koji sync listener systemd file in place.,,,,,,,,,,,,12,49,1
,,start the koji sync listener,,,,,,,,,,,,6,28,0
,,put new-updates-sync in place,,,,,,,,,,,,7,29,2
,,put bodhi-automated-pushes.py in place,,,,,,,,,,,,8,38,3
,,put update-fullfiletimelist in place,,,,,,,,,,,,8,36,1
,,add create-filelist script from quick-fedora-mirror,,,,,,,,,,,,8,51,3
,,Set the updates sync cron job,,,,,,,,,,,,7,29,0
,,Set the bodhi-automated-pushes cron job,,,,,,,,,,,,7,39,2
,,directory sizes update cron job.,,,,,,,,,,,,11,32,1
,,bodhi-approve-testing cron job.,,,,,,,,,,,,12,31,3
,,bodhi-check-policies cron job.,,,,,,,,,,,,13,30,3
,,bodhi-clean-old-composes cron job.,,,,,,,,,,,,13,34,4
,,bodhi-expire-overrides cron job.,,,,,,,,,,,,14,32,3
,,Install logging.yaml,,,,,,,,,,,,8,20,1
,,Install production.ini,,,,,,,,,,,,10,22,1
,,Install celeryconfig.py,,,,,,,,,,,,10,23,1
,,Install fedora-messaging config,,,,,,,,,,,,10,31,1
,,make a mnt/koji link,,,,,,,,,,,,4,20,1
,,Create /etc/systemd/system/fm-consumer@.service.d,,,,,,,,,,,,10,49,8
,,Configure fm-consumer@.service to run as apache,,,,,,,,,,,,12,47,3
,,Setup the Celery service,,,,,,,,,,,,12,24,0
,,ensure apache is disabled on the backend,,,,,,,,,,,,4,40,0
,,Create /etc/pki/fedora-messaging,,,,,,,,,,,,9,32,4
,,Deploy the fedora-messaging CA,,,,,,,,,,,,9,30,1
,,Deploy the fedora-messaging cert,,,,,,,,,,,,9,32,1
,,Deploy the fedora-messaging key,,,,,,,,,,,,9,31,1
,,ensure fedora-messaging and celery are enabled and started on the backend,,,,,,,,,,,,10,73,1
,,Set up koji profile,,,,,,,,,,,,4,19,0
,,Grant fedmsg user read permission to koji keytab file used by bodhi,,,,,,,,,,,,5,67,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\geerlingguy\ansible-role-nodejs\tasks\main.yml,,,36,0,7,5,2,0,0.553866387502792,,,,,,,
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Define nodejs_install_npm_user,,,,,,,,,,,,5,30,3
,,Create npm global directory,,,,,,,,,,,,7,27,0
,,Add npm_config_prefix bin directory to global $PATH.,,,,,,,,,,,,6,52,4
,,Ensure npm global packages are installed.,,,,,,,,,,,,11,41,1
,,Install packages defined in a given package.json.,,,,,,,,,,,,4,49,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\sqlite\tasks\main.yml,,,5,0,1,5,0,0,1,,,,,,,
,,Install,,,,,,,,,,,,5,7,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\dev_setup\playbooks\roles\minishift\tasks\main.yml,,,30,0,8,3,0,0,0.5049434967588929,,,,,,,
,,Is minishift binary present in {{ minishift_dest_dir }},,,,,,,,,,,,4,55,6
,,Unknown,,,,,,,,,,,,2,0,0
,,Set minishift disk-size {{ disk_size }},,,,,,,,,,,,2,39,6
,,Set minishift disk-size {{ memory }},,,,,,,,,,,,2,36,5
,,Set minishift base device size to {{basedevice_size}},,,,,,,,,,,,2,53,5
,,Pull down the minishift iso,,,,,,,,,,,,5,27,0
,,Check if the minishift profile exists,,,,,,,,,,,,4,37,0
,,Unknown,,,,,,,,,,,,2,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\snowplow\ansible-playbooks\roles\nodejs\tasks\main.yml,,,23,0,7,4,0,0,0.8238554239298091,,,,,,,
,,Node.js | Checking installed version of node.js,,,,,,,,,,,,4,47,3
,,g++ | Installing g++,,,,,,,,,,,,3,20,5
,,Node.js | Fetching node.js source,,,,,,,,,,,,4,33,3
,,Node.js | Unpack node.js tarball,,,,,,,,,,,,3,32,3
,,Node.js | Configure,,,,,,,,,,,,4,19,2
,,Node.js | Make,,,,,,,,,,,,3,14,2
,,Node.js | Make install,,,,,,,,,,,,4,22,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\RedHatGov\redhatgov.workshops\jboss-migration-toolkit\roles\openshift_templates\tasks\main.yml,,,22,0,2,6,0,0,0.5176764734874385,,,,,,,
,,Make sure you have Git installed,,,,,,,,,,,,5,32,0
,,Name for git module.,,,,,,,,,,,,6,20,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\odoo-role\tasks\main.yml,,,315,0,39,8,8,0,0.5167140038399681,,,,,,,
,,Unknown,,,,,,,,,,,,1,0,0
,,Install system packages,,,,,,,,,,,,17,23,0
,,Install libjpeg-dev,,,,,,,,,,,,8,19,1
,,Check if wkhtmltopdf is installed,,,,,,,,,,,,7,33,0
,,Download and install wkhtmltopdf only if not already present at any version,,,,,,,,,,,,5,75,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,3,0,0
,,Create Odoo directories,,,,,,,,,,,,12,23,0
,,Create log dir,,,,,,,,,,,,7,14,0
,,Create log file,,,,,,,,,,,,7,15,0
,,Unknown,,,,,,,,,,,,1,0,0
,,Add Python Magic to requirements,,,,,,,,,,,,6,32,0
,,Install Odoo python requirements,,,,,,,,,,,,6,32,0
,,Install nodejs packages,,,,,,,,,,,,8,23,0
,,Install Less CSS via nodejs,,,,,,,,,,,,7,27,0
,,Create node symlink,,,,,,,,,,,,8,19,0
,,Install Odoo,,,,,,,,,,,,6,12,0
,,Populate community db modules,,,,,,,,,,,,7,29,0
,,Populate community shared modules,,,,,,,,,,,,6,33,0
,,Join db + shared community modules,,,,,,,,,,,,7,34,1
,,Populate core db modules,,,,,,,,,,,,7,24,0
,,Populate core shared modules,,,,,,,,,,,,6,28,0
,,Join db + shared core modules,,,,,,,,,,,,7,29,1
,,Join core + community modules,,,,,,,,,,,,9,29,1
,,Create unique list of modules,,,,,,,,,,,,6,29,0
,,Check server wide configuration,,,,,,,,,,,,5,31,0
,,Add Odoo config,,,,,,,,,,,,11,15,0
,,"Check if Odoo database has been initialized (""0"" false, ""1"" true)",,,,,,,,,,,,12,65,7
,,Init Odoo database(s): {{ odoo_role_odoo_dbs }},,,,,,,,,,,,15,47,10
,,Unknown,,,,,,,,,,,,1,0,0
,,Force update odoo modules,,,,,,,,,,,,16,25,0
,,Update in Odoo pip upgraded community modules,,,,,,,,,,,,16,45,0
,,Build the list of new modules to install,,,,,,,,,,,,15,40,0
,,Install only new Odoo modules,,,,,,,,,,,,19,29,0
,,Set ribbon name for test dbs,,,,,,,,,,,,13,28,0
,,Disable ribbon name for prod dbs,,,,,,,,,,,,13,32,0
,,Install development environment pip packages,,,,,,,,,,,,12,44,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,1,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\oauth2_proxy\tasks\main.yml,,,34,0,4,8,0,0,0.6871765337947386,,,,,,,
,,create application user,,,,,,,,,,,,10,23,0
,,set oauth2_proxy app dir permissions,,,,,,,,,,,,9,36,1
,,set oauth2_proxy conf dir permissions,,,,,,,,,,,,9,37,1
,,Unknown,,,,,,,,,,,,3,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\adriagalin\ansible.motd\tasks\main.yml,,,70,0,10,8,0,0,0.5107693449119449,,,,,,,
,,Remove default motd configuration,,,,,,,,,,,,15,33,0
,,Create backup folder,,,,,,,,,,,,4,20,0
,,Check if we need to move files,,,,,,,,,,,,3,30,0
,,Move files to backup folder,,,,,,,,,,,,5,27,0
,,Restore default motd configuration from backups folder,,,,,,,,,,,,3,54,0
,,Add 99-footer file,,,,,,,,,,,,11,18,1
,,Delete 99-footer file,,,,,,,,,,,,8,21,1
,,Add dynamic message before motd,,,,,,,,,,,,9,31,0
,,Remove dynamic message before motd,,,,,,,,,,,,8,34,0
,,Delete /etc/motd file,,,,,,,,,,,,8,21,2
,,Check motd tail supported,,,,,,,,,,,,7,25,0
,,Add motd tail,,,,,,,,,,,,8,13,0
,,Add motd,,,,,,,,,,,,8,8,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\roots\trellis\roles\ssmtp\tasks\main.yml,,,15,0,3,5,0,0,0.7051162383009286,,,,,,,
,,Install ssmtp,,,,,,,,,,,,5,13,0
,,ssmtp configuration,,,,,,,,,,,,5,19,0
,,ssmtp revaliases configuration,,,,,,,,,,,,5,30,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\postscreen\tasks\main.yml,,,35,0,5,7,0,0,0.6337881719568832,,,,,,,
,,Import DebOps global handlers,,,,,,,,,,,,3,29,0
,,Generate Postscreen configuration files,,,,,,,,,,,,12,39,0
,,Make sure that Ansible local facts directory exists,,,,,,,,,,,,7,51,0
,,Save Postscreen local facts,,,,,,,,,,,,11,27,0
,,Update Ansible facts if they were modified,,,,,,,,,,,,2,42,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\theforeman\forklift\roles\plugins\foreman_openscap\install\tasks\main.yml,,,13,0,2,6,0,0,0.7769620041276944,,,,,,,
,,Install openscap plugin,,,,,,,,,,,,8,23,0
,,Install foreman openscap puppet module,,,,,,,,,,,,4,38,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-postgres-barman\tasks\main.yml,,,60,0,6,10,0,0,0.7157296517321596,,,,,,,
,,Ensure docker postgres barman directories exist,,,,,,,,,,,,12,47,0
,,Copy docker postgres barman barman.conf file,,,,,,,,,,,,9,44,1
,,Copy docker postgres barman crontab file,,,,,,,,,,,,9,40,0
,,Copy docker postgres barman barman.d directory,,,,,,,,,,,,9,46,1
,,Restart docker postgres barman container,,,,,,,,,,,,5,40,0
,,Run docker postgres barman container,,,,,,,,,,,,16,36,0
